name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,chiller_resize_factor,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,electricity_kwh,size_kw,size_kwh,comfort_result_time_setpoint_not_met_during_occupied_heating,year_one_bill_us_dollars,water_qbft,electricity_produced_kwh,natural_gas_kwh,comfort_result_time_setpoint_not_met_during_occupied_cooling,year_one_energy_cost_us_dollars,comfort_result_time_setpoint_not_met_during_occupied_hours,comfort_result_hours_out_of_comfort_bounds_PMV
API Generated 2021-05-30 08:07:20 +0000,17759a96-eeb2-4ec4-ae9c-8111b18a6fe7,2021-05-30T08:37:07.367Z,2021-05-30T08:52:47.587Z,completed,completed normal,24.64455043,0.848243621,0.217319183,43.42686799,6215.752208,913.4238429,689.1136124,18325563.89,146.3652606,193.007632,762,2733577.19,120538.61,18325561.39,26198850,1549,2149737.89,2311,1679
API Generated 2021-05-30 06:50:13 +0000,5417ad00-1d9a-4566-82ab-bd1f9b08e87c,2021-05-30T06:50:15.225Z,2021-05-30T07:06:21.603Z,completed,completed normal,26.70441393,0.209924955,3.832547695,48.81057063,3610.768503,661.1733968,325.9111182,25801944.44,1213.478259,3250.807525,766,3742186.23,143415.28,25801944.17,26197686.11,1346,2941970.02,2112,1336
API Generated 2021-05-30 04:14:46 +0000,a7fcc085-88c2-41b1-8eca-1bb04439f147,2021-05-30T04:32:15.331Z,2021-05-30T04:47:14.273Z,completed,completed normal,22.63620796,0.444942532,1.995196984,46.57686977,6174.528876,440.8900415,673.0667917,21976305.56,1146.686408,1512.10217,763,3269436.78,132690.16,21976308.06,26200255.56,1339,2583685.47,2102,1343
API Generated 2021-05-30 02:57:06 +0000,43381d98-06b4-4310-bede-3f1bf02f6dc4,2021-05-30T03:42:50.960Z,2021-05-30T03:57:45.134Z,completed,completed normal,20.13600229,0.180028019,2.86127198,43.52862472,3567.869685,1179.416716,429.6646641,23446261.11,1161.27045,1531.333725,763,3676354.88,138929.4,23446262.5,26218000,1331,2826215.29,2094,1343
API Generated 2021-05-30 09:24:11 +0000,35251464-5025-4541-8b90-f35df9f1f9fd,2021-05-30T09:40:36.220Z,2021-05-30T09:55:11.842Z,completed,completed normal,27.39818477,0.925880976,1.303038349,41.03789685,5106.236092,1237.046119,703.5086763,20213086.11,93.53529742,123.342289,763,3112852.22,122661.69,20213083.33,26234863.89,1324,2441155.13,2087,1342
API Generated 2021-05-30 05:32:57 +0000,055fd4dc-6865-4e95-8ecd-f5e46b173fa5,2021-05-30T06:04:35.878Z,2021-05-30T06:19:13.179Z,completed,completed normal,28.94221854,0.916145678,3.670872649,46.06399691,6353.545293,770.5050933,811.8296006,23657694.44,769.0720819,1014.15309,765,3748353.79,131199.79,23657695.83,26197713.89,1325,2858345.7,2090,1338
API Generated 2021-05-30 04:14:46 +0000,32656342-c4ef-4c30-a72a-79c12a1e74cd,2021-05-30T04:14:50.235Z,2021-05-30T04:32:02.846Z,completed,completed normal,20.65735331,0.497392998,2.401262144,40.93940893,2649.2177,1548.741568,661.57807,22837316.67,112.0679674,147.7807843,765,3672381.63,136486.18,22837317.5,26246213.89,1308,2771497.49,2073,1342
API Generated 2021-05-30 05:32:57 +0000,c6f6315b-76a8-4964-9b43-babd5bbdb2e9,2021-05-30T05:32:58.388Z,2021-05-30T05:49:20.602Z,completed,completed normal,21.27043164,0.609311554,2.062722375,48.51964159,1051.453528,702.7202875,650.176888,23027366.67,406.8094773,536.4478809,765,3484717.28,137601.67,23027367.5,26188747.22,1375,2713216.08,2140,1339
API Generated 2021-05-30 06:50:13 +0000,4ddd71fc-7bec-4359-b98c-a5b23b3b8baa,2021-05-30T06:50:15.641Z,2021-05-30T07:06:50.387Z,completed,completed normal,22.97298652,0.58382375,3.267615301,46.65248329,5830.960417,539.8029501,236.6170545,23916016.67,2667.423242,5338.936374,762,3399369.15,139632.37,23916016.94,26202011.11,1345,2698139.72,2107,1334
API Generated 2021-05-30 05:48:26 +0000,32acd8df-1a25-48a0-9c81-d75c5f89d41a,2021-05-30T06:32:42.192Z,2021-05-30T06:47:42.523Z,completed,completed normal,25.32393596,0.432749446,0.71544764,43.99668257,1497.769463,1044.76605,508.6959245,19297497.22,162.2132042,318.6854927,762,2882304.92,121957.61,19297495.28,26225952.78,1365,2255568.41,2127,1365
API Generated 2021-05-30 06:50:13 +0000,29076098-4056-4cd5-a2c5-69e8a5ac757f,2021-05-30T07:22:17.844Z,2021-05-30T07:37:34.744Z,completed,completed normal,24.51909215,0.609066331,2.00530862,45.07997173,6816.882691,783.4737369,238.906068,21431583.33,1138.406791,1501.18408,766,3220205.78,127826.81,21431584.44,26209933.33,1334,2519744.07,2100,1335
API Generated 2021-05-30 06:50:13 +0000,70459d45-56f9-4695-975a-12f553aac50d,2021-05-30T07:37:34.888Z,2021-05-30T07:52:32.578Z,completed,completed normal,22.53337151,0.415688142,1.911954859,41.09515638,1356.035995,629.726362,533.5296022,22016672.22,383.0693419,705.52105,762,3321971.33,132987.14,22016669.72,26253916.67,1321,2603040.26,2083,1342
API Generated 2021-05-30 08:07:20 +0000,5efd48ba-b1a4-492d-8243-fbdb9803ed2c,2021-05-30T08:38:21.223Z,2021-05-30T08:53:18.527Z,completed,completed normal,26.41868793,0.462510842,0.835251605,40.92867551,4245.910205,1221.946861,730.6338652,19394252.78,116.4764505,153.5941234,765,2946841.05,120795.76,19394255.56,26229275,1318,2310827.88,2083,1340
API Generated 2021-05-30 08:07:20 +0000,bacf5117-6fca-4480-9e45-834f83d97cce,2021-05-30T08:52:51.100Z,2021-05-30T09:07:41.033Z,completed,completed normal,24.3097532,0.143166778,1.052578111,43.18187176,865.1886537,1220.972803,250.7262273,20264827.78,454.2121507,1180.22534,765,2970934.23,123830.16,20264830.28,26220302.78,1717,2334623.21,2482,1917
API Generated 2021-05-30 09:24:11 +0000,a7f6c67b-8da6-4027-a356-6df06cad123b,2021-05-30T09:54:01.038Z,2021-05-30T10:08:17.941Z,completed,completed normal,21.96754982,0.420978149,1.864518066,41.14720428,2957.02642,754.0974109,683.0796615,21723369.44,742.6371321,979.2940875,765,3303093.37,131339.51,21723372.22,26234619.44,1319,2595326.38,2084,1341
API Generated 2021-05-30 09:24:11 +0000,0817c138-9904-48c4-98d5-72c1d004179f,2021-05-30T09:54:56.049Z,2021-05-30T10:09:23.438Z,completed,completed normal,27.03060292,0.723346687,3.74082283,43.98649038,4406.008345,1631.273199,344.7564626,24020797.22,1159.199413,1528.602708,763,3787273.3,134979.56,24020798.89,26216983.33,1340,2890648.53,2103,1338
API Generated 2021-05-30 02:57:05 +0000,e3661d41-e72d-4815-b65b-e730c657764d,2021-05-30T03:14:01.287Z,2021-05-30T03:28:49.076Z,completed,completed normal,26.54355118,0.8223752,0.898819293,47.52834065,5359.628209,449.4293531,720.4987514,20045722.22,268.1069443,528.574202,765,2957484.92,124805.72,20045723.61,26197652.78,1351,2339382.78,2116,1338
API Generated 2021-05-30 01:53:34 +0000,5fe6bb31-a199-422c-bc72-f21e5614c2ce,2021-05-30T02:38:31.675Z,2021-05-30T02:52:48.746Z,completed,completed normal,23.24944952,0.772622349,0.986310706,45.9314433,4873.772247,714.0332885,544.9971609,19912436.11,308.2645854,667.3618043,766,2945142.72,124101.73,19912438.06,26199575,1354,2343114.65,2120,1341
API Generated 2021-05-30 06:50:13 +0000,5714d0ba-d305-4a95-a845-4ec2066d282e,2021-05-30T06:50:17.297Z,2021-05-30T07:06:29.197Z,completed,completed normal,23.96075483,0.703112396,1.494015463,46.02281217,6211.768308,1519.744607,443.8899123,20835355.56,394.1062555,519.6965101,765,3158489.98,126690.73,20835358.33,26211594.44,1337,2466027.63,2102,1340
API Generated 2021-05-30 02:57:06 +0000,e7f6cbed-f37d-4588-87d8-64643a840fc8,2021-05-30T03:43:07.081Z,2021-05-30T03:57:45.105Z,completed,completed normal,24.69115442,0.456745863,3.20763447,49.54410864,3540.790962,1183.310598,413.6021572,24957911.11,392.2649891,665.7828102,765,3837168.14,142744.26,24957912.5,26201369.44,1374,2955323.31,2139,1338
API Generated 2021-05-30 06:50:13 +0000,b6f9ba62-663b-4405-8fc5-ff45f2e8053f,2021-05-30T06:50:17.462Z,2021-05-30T07:06:50.660Z,completed,completed normal,23.66963758,0.377332668,0.66530641,40.72384169,883.0546032,1631.464964,747.2817385,19341055.56,0.446403494,0.588659365,766,2949536.39,122458.83,19341057.78,26242222.22,1403,2287792.84,2169,1462
API Generated 2021-05-30 08:07:20 +0000,3ace7100-2cd2-47db-839f-cc73a05421f9,2021-05-30T08:38:37.033Z,2021-05-30T08:53:38.958Z,completed,completed normal,29.7948568,0.253334866,3.36356972,46.69200467,3771.575009,861.7054393,316.529109,23748936.11,909.4268439,2369.297765,762,3566389.53,133028.87,23748938.89,26189294.44,1336,2775251.52,2098,1341
API Generated 2021-05-30 09:24:11 +0000,20f58b9b-9b6d-4e62-9a0c-687ffc91e007,2021-05-30T09:24:13.576Z,2021-05-30T09:40:12.800Z,completed,completed normal,26.21976002,0.975239757,2.237530322,44.15977291,7225.143468,975.2234762,251.0382862,21645825,931.0767438,1561.27738,765,3251942.29,127655.32,21645825.56,26229991.67,1363,2526813.19,2128,1341
API Generated 2021-05-30 01:38:05 +0000,7349a7d3-7e9f-4b7d-8dd2-768c29b5aa92,2021-05-30T01:54:43.505Z,2021-05-30T02:11:48.544Z,completed,completed normal,27.6599779,0.436154219,0.127935221,43.4287415,7466.238481,1185.342821,350.1086252,18274686.11,239.2182511,560.215469,765,2688950.74,118327.46,18274687.5,26176952.78,2106,2130584.52,2871,2762
API Generated 2021-05-30 02:57:05 +0000,1a908125-9d15-4635-82e0-59d966445be4,2021-05-30T03:27:08.110Z,2021-05-30T03:41:30.269Z,completed,completed normal,29.48280099,0.98626115,1.864548939,44.57656922,6927.602381,1529.249354,258.2575559,21323502.78,169.2931698,361.2863769,763,3287939.04,125424.51,21323501.11,26216216.67,1355,2575593.35,2118,1341
API Generated 2021-05-30 02:57:05 +0000,8dc154bf-ddcf-4286-a86c-de5a71498b07,2021-05-30T02:57:08.910Z,2021-05-30T03:13:20.245Z,completed,completed normal,20.13600229,0.136980703,2.052745238,41.66261409,6558.272744,1377.312589,490.9675209,21721386.11,1195.167686,1576.033029,765,3329769.98,130260.79,21721386.67,26225680.56,1337,2582432.58,2102,1368
API Generated 2021-05-30 05:32:57 +0000,b8b27ee4-57af-4a38-92c1-48aa952d7771,2021-05-30T05:48:19.712Z,2021-05-30T06:03:06.173Z,completed,completed normal,22.01005929,0.157055003,3.728739597,48.60036801,3543.573793,1522.450915,491.2208998,26180113.89,292.9182007,386.2627515,763,4197588.03,149445.66,26180115.56,26180380.56,1374,3127152.5,2137,1343
API Generated 2021-05-30 09:39:25 +0000,2cac5be0-79d8-45da-9ff2-daa68e30d674,2021-05-30T10:23:14.523Z,2021-05-30T10:37:41.989Z,completed,completed normal,23.15588714,0.235975676,2.460029959,47.33033084,4200.495411,1454.42492,245.4410717,23818580.56,326.3739526,831.9946527,763,3597738.67,139646.86,23818583.06,26189636.11,1337,2760857.78,2100,1342
API Generated 2021-05-30 05:32:57 +0000,baa0416f-25e0-4d7a-a7ff-ce4415d519ff,2021-05-30T06:19:13.328Z,2021-05-30T06:33:44.685Z,completed,completed normal,27.45911584,0.368385735,2.828673944,43.88227166,7552.140436,1371.383223,437.1596753,22409763.89,333.0411859,439.1717706,763,3598093.2,128642.6,22409766.11,26213722.22,1334,2726947.02,2097,1342
API Generated 2021-05-30 06:50:13 +0000,50c51281-55f4-4304-8eb9-30ed83e37c2b,2021-05-30T07:21:12.657Z,2021-05-30T07:35:59.971Z,completed,completed normal,21.82823361,0.292660596,3.889329912,47.61197692,5070.737382,853.2965866,557.371888,26547986.11,1525.686294,2011.878348,764,4077465.38,150559.74,26547986.39,26187591.67,1358,3116814.33,2122,1336
API Generated 2021-05-30 01:38:05 +0000,77460c8c-f982-4ade-a904-1db3e0656724,2021-05-30T02:23:57.406Z,2021-05-30T02:38:31.530Z,completed,completed normal,20.75157906,0.593036025,2.27318799,46.61849684,1705.388789,1304.756104,548.1450002,22665597.22,158.1471893,208.5441203,764,3553138.79,136214.1,22665600,26204086.11,1344,2743556.32,2108,1340
API Generated 2021-05-30 02:57:06 +0000,b8e0fd98-373e-4fde-ba1c-25640454467d,2021-05-30T03:41:30.404Z,2021-05-30T03:57:04.475Z,completed,completed normal,23.18241183,0.63045028,0.262896296,48.05381379,549.4795057,660.6571257,227.3025539,18575250,584.4375907,2457.289363,763,2570660.75,122157.86,18575251.11,26186216.67,1535,2059445.9,2298,1530
API Generated 2021-05-30 06:50:13 +0000,5ca248d2-a9af-4031-9431-300d2f0563cb,2021-05-30T06:50:13.776Z,2021-05-30T07:07:24.082Z,completed,completed normal,25.14520663,0.20607285,0.191850458,47.18683095,3458.621149,1068.90335,322.554115,18461866.67,256.520018,692.8238577,765,2701363.83,121949.82,18461867.5,26156391.67,1674,2135897.15,2439,1813
API Generated 2021-05-30 04:14:46 +0000,c7e204b2-58af-4940-88c1-6a126c6aadac,2021-05-30T05:00:27.944Z,2021-05-30T05:14:46.448Z,completed,completed normal,28.54954175,0.884635893,3.499074196,45.25474969,7584.234868,817.4856746,736.7746322,23303808.33,941.1358646,1241.04862,763,3686772.96,130486.78,23303808.61,26208377.78,1345,2799650.55,2108,1340
API Generated 2021-05-30 05:32:57 +0000,76a1fd49-04ab-4899-9319-9171c6bc37ed,2021-05-30T05:33:01.955Z,2021-05-30T05:48:58.816Z,completed,completed normal,23.97246469,0.892778382,1.496686824,45.84204608,4815.618386,1419.983178,825.2924059,20847822.22,350.6555653,462.3993428,762,3179400.28,126669.92,20847821.11,26207844.44,1352,2481778.4,2114,1340
API Generated 2021-05-30 08:07:20 +0000,5fac6bec-b3be-4af7-bbfc-2b8512e3b406,2021-05-30T08:39:39.694Z,2021-05-30T08:54:07.380Z,completed,completed normal,27.45023549,0.275411775,1.977763159,47.74900474,7801.873851,908.0204598,547.253569,22507069.44,369.3966406,487.1126562,766,3404575.03,132437.35,22507069.17,26191111.11,1366,2663041.2,2132,1343
API Generated 2021-05-30 02:57:05 +0000,5253326f-3ebe-4370-8fab-e041e793ce6c,2021-05-30T03:12:29.694Z,2021-05-30T03:27:06.022Z,completed,completed normal,24.59385663,0.280628884,1.982215145,41.13709582,6883.401227,546.6904451,346.6518936,21416094.44,1103.243326,1454.815036,765,3222478.39,127234.99,21416094.72,26245997.22,1322,2533020.22,2087,1342
API Generated 2021-05-30 08:07:20 +0000,00a540a7-16ea-4b83-9068-0ae8487a58ca,2021-05-30T08:37:53.318Z,2021-05-30T08:53:41.689Z,completed,completed normal,21.83780931,0.927016794,0.367052607,48.95215244,5730.499666,466.3443017,278.0987851,18821166.67,624.8715249,2676.881326,763,2578205.58,122916.47,18821164.17,26184630.56,1349,2075618.65,2112,1335
API Generated 2021-05-30 01:38:05 +0000,16e2928d-c238-4a65-a2e0-84604576cde7,2021-05-30T01:38:05.408Z,2021-05-30T01:54:27.975Z,completed,completed normal,28.5971557,0.143166778,3.897753988,41.8695069,1247.256524,1147.495505,276.725612,24690372.22,795.195382,2175.071311,761,3772021.81,136394.31,24690373.61,26239863.89,1315,2883460.07,2076,1342
API Generated 2021-05-30 01:38:05 +0000,a29c9160-dd5b-4733-a530-b324ff81a34b,2021-05-30T01:53:27.346Z,2021-05-30T02:07:44.285Z,completed,completed normal,27.39818477,0.860393127,1.045949888,40.78718035,5106.236092,1221.946861,689.8427987,19731938.89,75.972009,100.1820889,764,3024273.52,121304.04,19731939.72,26243833.33,1304,2371115.37,2068,1336
API Generated 2021-05-30 02:57:05 +0000,9803f051-ceba-4760-a1bf-094cd2bfdbae,2021-05-30T03:27:43.945Z,2021-05-30T03:42:48.232Z,completed,completed normal,21.76089327,0.27757149,1.106694576,40.85260223,1248.774958,1131.617164,375.8118341,20375852.78,306.3946776,744.7762387,763,3036520.79,126285.4,20375851.39,26231480.56,1422,2383918.18,2185,1464
API Generated 2021-05-30 04:14:46 +0000,0cf59664-fd1d-46bf-b399-0a31920be863,2021-05-30T04:14:49.387Z,2021-05-30T04:31:56.692Z,completed,completed normal,26.75563044,0.24294399,0.273993741,41.4466181,7404.137599,1194.497786,367.0014412,18412936.11,261.1942166,539.5562292,764,2721213.04,117694.31,18412934.72,26210052.78,1705,2149333.92,2469,2005
API Generated 2021-05-30 05:49:07 +0000,721451e6-f1fa-4e8f-bff5-23e8f5041d2c,2021-05-30T06:33:54.728Z,2021-05-30T06:50:03.799Z,completed,completed normal,26.85767632,0.360460148,0.261385135,43.30612937,3768.392807,978.6657064,310.8377533,18409658.33,358.970392,858.4976262,764,2680779.1,118666.46,18409658.89,26196725,1706,2126973.56,2470,1969
API Generated 2021-05-30 02:57:06 +0000,08d4f427-07e0-4216-8772-000dea264af1,2021-05-30T03:57:04.613Z,2021-05-30T04:12:01.203Z,completed,completed normal,24.43775902,0.141152631,1.919673036,41.76213067,6704.702886,1387.478528,625.4641115,21364186.11,496.6304282,654.8921687,766,3321338.23,127144.22,21364186.67,26224566.67,1353,2551791.71,2119,1381
API Generated 2021-05-30 05:32:57 +0000,48a3e482-3a46-4f86-addb-681b19d55b91,2021-05-30T05:32:59.686Z,2021-05-30T05:48:56.631Z,completed,completed normal,24.56093561,0.715031072,1.231932598,43.08504831,2723.810381,1419.983178,825.5739592,20301100,65.09753599,85.8422362,763,3088827.32,124995.7,20301102.5,26227525,1343,2407976.05,2106,1334
API Generated 2021-05-30 06:50:13 +0000,fee7be1a-42ee-488c-8a7c-b4ef31ea7709,2021-05-30T07:22:25.226Z,2021-05-30T07:37:15.616Z,completed,completed normal,20.87244114,0.184042987,1.337221941,42.88108295,3811.64601,1423.27366,281.2923966,20712966.67,349.2910104,846.3310123,769,3135171.86,126587.13,20712969.17,26220847.22,1418,2439675.6,2187,1485
API Generated 2021-05-30 08:23:39 +0000,d05e6cca-83b3-4248-8d5d-9f3d6717720f,2021-05-30T09:09:12.911Z,2021-05-30T09:24:03.065Z,completed,completed normal,26.71767001,0.889266096,3.842953835,44.38877138,7708.509788,648.6021606,778.4882761,23848688.89,1542.462165,2034.000204,766,3729338,134186.04,23848690.83,26220769.44,1351,2841385.66,2117,1337
API Generated 2021-05-30 06:50:13 +0000,139f4a75-1e0a-446a-9d3b-0ee693b7568e,2021-05-30T06:50:13.986Z,2021-05-30T07:06:36.066Z,completed,completed normal,24.99863523,0.825610263,3.749105881,44.75353627,2576.922556,1618.911919,592.7088526,24522205.56,302.062585,398.3211864,763,4033158.09,139785.04,24522206.39,26213000,1337,3026221.13,2100,1339
API Generated 2021-05-30 06:50:13 +0000,9a7664f9-2a91-4619-b10f-4076571b98ad,2021-05-30T07:06:36.216Z,2021-05-30T07:21:12.478Z,completed,completed normal,28.85682196,0.936129297,3.560744663,40.67599378,7720.212226,795.2037214,774.6640654,23520686.11,953.0395893,1256.745717,768,3691873.35,130203.14,23520687.78,26243222.22,1325,2815037.44,2093,1336
API Generated 2021-05-30 09:24:11 +0000,cd57417d-94fe-4406-b72a-e8b4d5fbe465,2021-05-30T10:22:35.827Z,2021-05-30T10:37:16.194Z,completed,completed normal,20.22566395,0.593110166,3.043408873,44.52547319,1115.982025,1612.826984,661.57807,24106586.11,17.26194528,22.76282752,765,3960429.92,142138.78,24106588.06,26218644.44,1347,2992117.25,2112,1337
API Generated 2021-05-30 04:14:46 +0000,563d3c55-e0a4-4b82-8736-95b021b8fa4f,2021-05-30T04:47:19.551Z,2021-05-30T05:02:26.460Z,completed,completed normal,21.53716876,0.449193359,2.153093081,48.83605366,5776.974636,804.4254877,376.4716802,23183577.78,540.344825,1457.017149,764,3457314.7,138355.05,23183578.61,26191122.22,1371,2712858.26,2135,1340
API Generated 2021-05-30 01:54:35 +0000,0581e07b-ac22-4db8-91a3-9ae3450cd736,2021-05-30T02:39:42.329Z,2021-05-30T02:54:08.668Z,completed,completed normal,27.50339152,0.526260694,3.06465805,49.59754228,5242.017666,449.938979,732.3487354,24397327.78,728.3649087,960.4737196,764,3664001.12,138186.39,24397326.39,26196794.44,1358,2842617.49,2122,1336
API Generated 2021-05-30 02:57:05 +0000,82603681-1f51-493d-aab8-4ee36cd7bd92,2021-05-30T03:13:27.887Z,2021-05-30T03:28:39.685Z,completed,completed normal,27.23374291,0.88260057,3.576953617,49.41739225,6769.934163,769.9319414,763.1825396,25322022.22,502.55477,662.7044267,768,3857347.04,141048.17,25322024.72,26198486.11,1380,2975142.87,2148,1342
API Generated 2021-05-30 05:32:57 +0000,b9d302b1-2adf-4d90-b369-aec614b3c6d0,2021-05-30T06:18:19.101Z,2021-05-30T06:32:42.047Z,completed,completed normal,24.22505938,0.82244046,3.171199281,40.99362257,5367.492352,427.03014,323.7506301,23474008.33,2237.235776,2950.178052,766,3565120.73,136081.86,23474010,26253713.89,1312,2792108.74,2078,1340
API Generated 2021-05-30 08:07:20 +0000,13b26312-8840-402e-a9f4-b65acf100cf3,2021-05-30T08:52:45.025Z,2021-05-30T09:07:19.668Z,completed,completed normal,23.34078572,0.387037524,1.107688834,42.63930764,3867.330219,1249.041211,489.0010427,20042602.78,117.0212886,187.7781001,764,3071211.53,123612.53,20042604.17,26226886.11,1339,2411108.84,2103,1337
API Generated 2021-05-30 08:07:20 +0000,808a7d00-11cf-404d-aa4a-586ac87a0f17,2021-05-30T08:53:18.691Z,2021-05-30T09:07:56.334Z,completed,completed normal,25.60050177,0.634676454,2.094994165,49.46965759,6698.226112,476.4670941,820.2969681,22833322.22,335.3266375,510.580699,764,3444949.41,135168.56,22833324.17,26192188.89,1391,2692115.86,2155,1340
API Generated 2021-05-30 01:38:05 +0000,7937dd13-e7f0-4550-9124-1f4f7042b84d,2021-05-30T02:23:59.074Z,2021-05-30T02:39:05.039Z,completed,completed normal,22.01005929,0.165769138,3.810135011,47.4184872,3851.768075,880.4138954,296.325032,26381438.89,1810.543304,2610.754637,761,3950599.19,149899.9,26381438.61,26191105.56,1332,3102001.24,2093,1342
API Generated 2021-05-30 06:50:13 +0000,ac383a13-a23b-483a-8f8d-0459978f7990,2021-05-30T07:06:50.827Z,2021-05-30T07:22:25.082Z,completed,completed normal,21.50620221,0.181460181,0.764284964,42.58722504,1845.660335,870.988933,417.9673836,19699411.11,432.5881876,932.2092468,765,2917007.58,122530.85,19699408.33,26234227.78,1660,2289985.02,2425,1873
API Generated 2021-05-30 02:57:05 +0000,a18258f3-6894-4983-84dd-8ee91cf242a6,2021-05-30T03:27:06.169Z,2021-05-30T03:41:47.228Z,completed,completed normal,21.13386483,0.737796009,1.450100055,46.7609344,4097.980286,788.3976039,733.3247308,21158119.44,213.4722593,281.4996885,765,3170354.39,129988.59,21158121.94,26198425,1336,2501246.4,2101,1341
API Generated 2021-05-30 01:38:05 +0000,c7603866-5f93-4a4c-869f-5e6d450c9086,2021-05-30T01:54:26.231Z,2021-05-30T02:09:42.333Z,completed,completed normal,23.67308953,0.476544941,2.656527615,48.20157258,5386.583502,957.8322504,483.3642049,24097797.22,669.6086022,882.9934791,764,3670047.2,140660.54,24097798.33,26188755.56,1380,2846788.24,2144,1336
API Generated 2021-05-30 04:14:46 +0000,31620a43-63c7-49a8-aa12-cc1665434d4d,2021-05-30T05:01:44.048Z,2021-05-30T05:16:51.588Z,completed,completed normal,29.44164616,0.114266592,1.495245614,42.2477625,2224.104539,1603.308218,466.4905038,20847161.11,134.2864757,177.079688,764,3194749.22,124362.2,20847159.44,26233350,1555,2479013.48,2319,1682
API Generated 2021-05-30 01:54:35 +0000,810a09c0-0e41-4d0f-93f7-220073372a2c,2021-05-30T02:39:21.694Z,2021-05-30T02:53:58.805Z,completed,completed normal,22.60583667,0.224116447,3.958209571,41.56370526,1069.890741,1065.07845,641.9088567,25546200,890.8076654,1174.68228,766,4069599.55,146481.11,25546201.11,26229611.11,1314,3107833.44,2080,1338
API Generated 2021-05-30 05:49:17 +0000,959607dd-ac45-40d7-8f22-23c4c9e783be,2021-05-30T06:35:11.865Z,2021-05-30T06:50:05.010Z,completed,completed normal,22.59658569,0.156381396,0.723754122,46.27591864,3620.820622,741.4162307,398.8891465,19464125,506.5173473,1187.5286,763,2846050.39,121240.02,19464126.39,26198627.78,1617,2246870.2,2380,1778
API Generated 2021-05-30 08:07:20 +0000,f3d564cc-dd96-49d7-b6dd-1f3e2334c7a6,2021-05-30T08:53:39.121Z,2021-05-30T09:09:10.507Z,completed,completed normal,20.4216356,0.185873134,1.980891094,42.32241445,5225.746531,1167.807462,412.1355615,21727994.44,1046.526608,1380.024342,765,3339395.24,130951.66,21727995,26239625,1313,2591278.3,2078,1349
API Generated 2021-05-30 06:50:13 +0000,5f363fdb-2ffc-4e88-a97f-014e20cdc3fb,2021-05-30T07:50:32.466Z,2021-05-30T08:04:46.885Z,completed,completed normal,22.12045839,0.932723772,0.900434106,43.94193975,7625.669039,650.7128474,749.2140258,19573583.33,202.9263071,369.379542,762,2931593.42,121329.95,19573581.39,26218386.11,1335,2315707.32,2097,1340
API Generated 2021-05-30 09:24:11 +0000,6db369be-49ee-4440-9d95-eab0966ebd35,2021-05-30T09:55:51.605Z,2021-05-30T10:10:34.998Z,completed,completed normal,29.53009842,0.165863547,3.779025743,44.81272218,1982.038751,1662.650553,737.4659413,24333938.89,10.14442844,13.37716411,764,4003453.8,134925.05,24333937.22,26215097.22,1307,2961048.64,2071,1341
API Generated 2021-05-30 01:38:05 +0000,c66ebf1b-8d3d-4cbd-9d7f-c9af5ebfa0ea,2021-05-30T02:08:05.774Z,2021-05-30T02:22:30.264Z,completed,completed normal,21.58083036,0.382114973,1.989691047,46.11928186,6333.302889,770.5050933,827.6732173,21808394.44,1143.687736,1508.147909,763,3332700.58,130924.51,21808395.56,26198488.89,1344,2598913.1,2107,1342
API Generated 2021-05-30 04:32:06 +0000,867264ab-32a1-477e-ba7f-06ab8d9e600b,2021-05-30T05:17:45.542Z,2021-05-30T05:32:47.913Z,completed,completed normal,27.3599017,0.776556661,0.390988199,40.46236089,6032.389422,1115.780122,689.8427987,18555227.78,140.420506,185.1684563,767,2779318.34,119387.47,18555229.72,26248525,1319,2188476.71,2086,1349
API Generated 2021-05-30 02:57:06 +0000,fead34d7-71f9-435e-a3f2-fb79035cafe1,2021-05-30T03:43:55.016Z,2021-05-30T03:58:25.636Z,completed,completed normal,20.52432382,0.523390603,3.534926711,44.03316525,6041.635116,770.5050933,827.6732173,24260158.33,2664.906386,3514.134904,763,3719729.07,141907.9,24260158.89,26215761.11,1347,2889977.95,2110,1336
API Generated 2021-05-30 05:32:57 +0000,b4a23af6-a73d-4ef0-96ca-3bab886d5f5f,2021-05-30T06:04:30.605Z,2021-05-30T06:18:49.031Z,completed,completed normal,27.39818477,0.81841139,1.421839045,40.14083795,5269.988434,904.0670417,689.8427987,20431852.78,140.5721577,200.5067998,765,3137142.95,123294.18,20431855.28,26240155.56,1308,2462553.25,2073,1340
API Generated 2021-05-30 01:54:19 +0000,55f1387a-2be1-4a44-ad02-2e082f3bd638,2021-05-30T02:39:19.596Z,2021-05-30T02:53:58.696Z,completed,completed normal,25.40403653,0.246133363,2.146965579,44.6932618,7344.761791,1365.161207,580.8581581,21516436.11,486.9807874,642.1674666,763,3364106.08,127530.32,21516438.06,26212216.67,1355,2581686.1,2118,1340
API Generated 2021-05-30 03:12:40 +0000,924dae40-59b9-49b2-a529-fad4fa7fa785,2021-05-30T03:57:45.267Z,2021-05-30T04:13:04.749Z,completed,completed normal,29.35916777,0.349140668,0.635471335,48.47595287,4367.237227,1486.765397,633.4466611,19412247.22,36.52261394,48.16131371,765,2921109,122558.64,19412247.22,26182375,1364,2288316.54,2129,1341
