name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,year_one_energy_supplied_kw,year_one_energy_supplied_kwh,water_qbft,distributed_generation_total_solar_pv_kw,electricity_kwh,year_one_energy_cost_us_dollars,comfort_result_time_setpoint_not_met_during_occupied_cooling,comfort_result_hours_out_of_comfort_bounds_PMV,year_one_demand_cost_us_dollars,size_kw,year_one_energy_supplied_kwh,electricity_produced_kwh,natural_gas_kwh,year_one_bill_us_dollars,size_kwh
API Generated 2021-06-16 12:18:30 +0000,dc493d9e-8a27-4854-9615-d328e51e6a62,2021-06-16T13:03:56.562Z,2021-06-16T13:17:59.149Z,completed,completed normal,25.41499654,0.843096049,40.43269467,16098.18678,427.2878261,207.2286671,119395.5,1816.1476,19500997.22,1788246.42,1295,1339,823851.52,1722.941535,17558240.88,19500994.72,26252586.11,2619297.94,12305.97638
API Generated 2021-06-16 10:45:42 +0000,26b1b999-8bc4-48b4-9fa0-45717b52706f,2021-06-16T11:30:34.537Z,2021-06-16T11:45:09.072Z,completed,completed normal,21.11497923,0.936335074,47.18929648,14999.6083,1016.109138,823.8082064,127341.1,1761.3224,20467450,1986632.15,1337,1342,1245494.61,500.2762314,18360081.83,20467451.11,26195719.44,3239326.76,1887.401689
API Generated 2021-06-16 10:45:47 +0000,70fc33fb-54f2-4d44-8667-18e5c9b4fc28,2021-06-16T11:31:11.983Z,2021-06-16T11:46:03.233Z,completed,completed normal,27.0772816,0.250953079,45.03318099,37909.22248,439.0493836,667.1774278,120896.13,1961.5914,19649725,1833965.32,1351,1340,982637.58,932.4096288,17452138.32,19649726.39,26216205.56,2823802.9,4850.175455
API Generated 2021-06-16 16:35:53 +0000,4f99a722-ef85-4da2-9daa-c41b91eab8c0,2021-06-16T17:24:32.560Z,2021-06-16T17:43:32.300Z,completed,completed normal,27.53137051,0.160187786,42.53814441,8404.571367,1667.790384,774.4288079,119509.48,1581.8613,19612697.22,1885659.6,1377,1437,1216674.55,570.4685193,17679762.24,19612699.44,26232491.67,3109534.15,2394.426323
API Generated 2021-06-16 16:35:53 +0000,55051aeb-0997-430a-b361-849a6ab06380,2021-06-16T16:52:05.707Z,2021-06-16T17:07:27.356Z,completed,completed normal,29.33403505,0.956746971,49.88401113,20187.36559,1470.93452,791.5076054,124584.47,1624.2598,20190627.78,1977167.13,1339,1341,1274269.5,472.1447868,18196317.94,20190625.28,26200933.33,3258636.63,1580.92421
API Generated 2021-06-16 11:46:37 +0000,ee61297c-3cc8-4e79-81d0-69c56df55694,2021-06-16T12:02:29.360Z,2021-06-16T12:17:24.934Z,completed,completed normal,20.07745936,0.252617636,47.63390888,11169.23946,1649.534107,831.2946277,127446.31,1581.8613,20472247.22,2011171.94,1358,1343,1306891.36,378.3209417,18501471.03,20472247.78,26185972.22,3325263.3,1025.561876
API Generated 2021-06-16 01:07:22 +0000,56f36be2-9082-4616-9469-3e1c9134476f,2021-06-16T01:53:56.186Z,2021-06-16T02:08:31.197Z,completed,completed normal,22.49948878,0.982823859,45.90021398,34035.03043,1002.908236,215.6594352,124366.14,2595.6193,19965158.33,1793376.23,1345,1341,934852.29,1182.139087,17299868.52,19965160.83,26202366.67,2735428.53,9159.423307
API Generated 2021-06-16 07:08:56 +0000,981867b3-9dea-44f3-a1bf-715db7c5eb25,2021-06-16T07:55:12.466Z,2021-06-16T08:09:46.523Z,completed,completed normal,20.07136318,0.247428224,46.84968414,13417.82306,1311.581045,823.233483,125450.52,1581.8613,20177525,1952443.72,1361,1346,1173222.74,603.7019549,18242960.76,20177525.83,26207636.11,3132866.46,2483.526158
API Generated 2021-06-16 02:23:50 +0000,5080071d-c336-4b8a-8d05-fd3a42d42eef,2021-06-16T02:23:52.629Z,2021-06-16T02:40:44.263Z,completed,completed normal,26.43837979,0.994526619,49.90862889,31825.03746,1619.015455,837.2155751,125664.38,1581.8613,20285691.67,1994208.64,1382,1339,1309178.9,366.9136418,18314446.94,20285694.17,26196244.44,3310587.54,995.0818359
API Generated 2021-06-16 04:04:10 +0000,2eb7c0c7-6d49-4093-8315-28693b57bd1e,2021-06-16T04:36:02.268Z,2021-06-16T04:51:06.862Z,completed,completed normal,27.57953938,0.269765194,41.30802769,36943.36849,523.1797543,706.7335254,118940.64,1890.935,19477100,1816519.13,1315,1343,995765.88,917.3095531,17335606.52,19477101.11,26240450,2819485.02,4634.300727
API Generated 2021-06-16 08:41:04 +0000,90507030-ac48-4fda-a247-b899657c8c4c,2021-06-16T09:26:15.097Z,2021-06-16T09:40:56.674Z,completed,completed normal,20.08140428,0.491876763,49.62456966,9209.920724,485.4064951,833.354907,127462.19,2055.9503,20438544.44,1948817.45,1385,1341,1200162.92,734.2272398,18089394.91,20438543.61,26197630.56,3156180.38,2556.897795
API Generated 2021-06-16 08:41:04 +0000,fbe1d21e-6cd7-4b16-b66f-320f0d8319bd,2021-06-16T09:27:59.748Z,2021-06-16T09:44:18.011Z,completed,completed normal,26.60019326,0.364680277,49.70920359,35431.22473,1656.995694,718.705608,125620.25,1581.8613,20273919.44,1989249.33,1375,1340,1280534.83,404.8136498,18316983.42,20273921.11,26193911.11,3276984.16,1597.908889
API Generated 2021-06-16 10:14:08 +0000,2916d89c-7815-4a40-9869-7dffc31908c8,2021-06-16T10:45:55.972Z,2021-06-16T11:01:10.935Z,completed,completed normal,20.07853539,0.898151882,47.18929648,16063.41454,1292.061765,826.5912917,127566.38,1581.8613,20477491.67,2008438.24,1347,1343,1269206.03,453.2240762,18519342.68,20477493.06,26189091.67,3284844.27,1538.530075
API Generated 2021-06-16 11:46:37 +0000,e9b718c2-71ea-4458-ae57-75282c2bcfc4,2021-06-16T12:17:25.115Z,2021-06-16T12:32:40.673Z,completed,completed normal,20.07305507,0.184696699,48.41429512,6624.641154,1665.974804,830.0864685,127478.78,1581.8613,20456538.89,2009902.65,1362,1342,1319849.53,334.3715668,18485197.82,20456536.67,26175930.56,3336952.18,1008.503494
API Generated 2021-06-16 05:37:03 +0000,0d17e7bd-4b8c-42e1-96f2-73b156b7eb2f,2021-06-16T06:07:56.713Z,2021-06-16T06:22:54.917Z,completed,completed normal,27.14601604,0.651560855,49.70427112,33408.84411,1637.672136,834.3178698,125398.55,1581.8613,20260372.22,1991735.25,1365,1341,1307473.66,367.0441092,18288925.22,20260373.33,26196786.11,3306408.91,996.7473665
API Generated 2021-06-16 07:08:56 +0000,955f1188-acd4-4011-a87c-e02e3cf387a8,2021-06-16T07:55:53.060Z,2021-06-16T08:10:27.538Z,completed,completed normal,26.40327042,0.249763967,41.56271664,7029.031731,552.5544196,520.6135542,120449.28,2218.5069,19656908.33,1795397.37,1354,1414,980085.9,1209.464711,17311932.41,19656908.33,26237536.11,2782683.27,8130.317419
API Generated 2021-06-16 00:49:35 +0000,e07ae32d-5b3d-4389-bd5f-5cc8f1b69fbb,2021-06-16T01:23:22.775Z,2021-06-16T01:38:30.654Z,completed,completed normal,23.27690341,0.250663633,44.41928349,38285.45892,1154.659159,827.3499953,120989.71,1581.8613,19659380.56,1885372.45,1323,1339,1111196.59,592.8133717,17722097.52,19659381.11,26218483.33,3003769.04,2144.907134
API Generated 2021-06-16 05:37:03 +0000,98dcc9ad-6332-47ea-9c66-48333c17794f,2021-06-16T06:09:25.398Z,2021-06-16T06:24:34.125Z,completed,completed normal,25.95356017,0.507903506,48.02145432,27369.38836,1665.784579,789.6265651,126048.57,1581.8613,20330222.22,1998030.3,1357,1341,1306443.14,348.0177797,18360004.17,20330224.72,26191094.44,3311673.45,1050.785511
API Generated 2021-06-16 08:57:48 +0000,c9a0a6eb-dea2-4def-a202-95e99ecbb795,2021-06-16T09:44:35.883Z,2021-06-16T09:58:39.256Z,completed,completed normal,28.04810238,0.357222782,40.40235629,33175.29606,473.1655204,417.3372477,119081.66,1893.6012,19517919.44,1796842.41,1306,1340,894621.42,1303.495564,17469134.1,19517920.56,26247116.67,2698663.83,8602.132297
API Generated 2021-06-16 13:19:44 +0000,3b59b5c7-f7f6-4abc-8f71-7ed085bdb6d9,2021-06-16T13:35:29.065Z,2021-06-16T13:50:45.310Z,completed,completed normal,22.95482782,0.326015024,47.77732575,13963.36477,524.732803,287.848523,126812.81,3428.5876,20412580.56,1759739.33,1339,1344,916761.22,1477.951705,17039833.86,20412578.06,26183563.89,2683700.56,10784.01775
API Generated 2021-06-16 15:14:28 +0000,f7a73568-80f7-42af-ae56-159643f1c278,2021-06-16T16:11:59.932Z,2021-06-16T16:26:00.914Z,completed,completed normal,24.44728524,0.308915125,40.15833454,13262.42231,423.5045746,204.2829995,119915.16,1816.9157,19556527.78,1793978.56,1317,1336,841656.38,1698.051781,17612362.16,19556526.67,26249702.78,2642834.94,12071.32008
API Generated 2021-06-16 07:08:56 +0000,e424fbc7-fd81-4b8a-9548-c912cd61fbd8,2021-06-16T07:55:56.301Z,2021-06-16T08:10:56.612Z,completed,completed normal,23.81135917,0.99442763,40.23863272,10362.42252,1475.994626,570.4175674,120484.36,1581.8613,19613355.56,1869229.63,1321,1342,1091025.21,737.3542763,17730881.66,19613357.78,26254822.22,2967454.84,4318.636862
API Generated 2021-06-16 01:21:55 +0000,979ecc0f-0949-4d76-81a0-8197386117fc,2021-06-16T02:07:14.536Z,2021-06-16T02:21:44.517Z,completed,completed normal,29.03263968,0.825444366,45.24438483,28304.3321,1234.815052,484.9034535,121970.09,2150.3979,19871758.33,1844441.17,1362,1338,1035035.57,769.1324855,17502538.47,19871759.44,26211869.44,2886676.74,4753.609527
API Generated 2021-06-16 05:54:38 +0000,69978cf6-aa5d-401f-bc91-c56cb22b0ef7,2021-06-16T06:39:17.575Z,2021-06-16T06:54:22.017Z,completed,completed normal,20.40021771,0.302884885,49.8468991,6155.886021,481.9829297,386.7462002,127488.89,3696.813,20442619.44,1742611.19,1372,1341,933842.95,1405.90742,16812192.74,20442619.44,26196902.78,2683654.14,9172.435854
API Generated 2021-06-16 00:49:35 +0000,88469729-a180-447c-a573-c24a3d167c31,2021-06-16T00:51:14.041Z,2021-06-16T01:06:10.950Z,completed,completed normal,25.46102797,0.50255051,42.67351057,24464.61315,1099.717794,441.2995132,119564.35,1880.1817,19498141.67,1812353.18,1316,1337,955626.62,998.0262748,17405959.69,19498143.33,26222322.22,2775179.8,6144.262237
API Generated 2021-06-16 07:40:04 +0000,b90e9deb-2dae-4f8f-b40c-b30dfc42990a,2021-06-16T08:24:22.846Z,2021-06-16T08:38:54.165Z,completed,completed normal,20.03658699,0.77646362,48.74582336,16019.27806,1522.136278,831.031702,127486.79,1581.8613,20457205.56,2008653.88,1364,1340,1304896.7,401.7539617,18489969.67,20457207.5,26199286.11,3320750.59,1177.751947
API Generated 2021-06-16 04:04:10 +0000,876c35d0-be4b-4c03-b93b-b9b2bdb0f8a7,2021-06-16T04:20:52.216Z,2021-06-16T04:36:02.121Z,completed,completed normal,28.72894121,0.777283745,49.57314949,14755.05963,599.0173591,532.3834274,124642.3,3992.4416,20202888.89,1700946.43,1378,1338,971830.04,1250.131454,16272954.6,20202890,26192430.56,2679976.47,7093.571021
API Generated 2021-06-16 01:07:22 +0000,cab13e9b-e610-41a1-9850-0f76b9a0e79c,2021-06-16T02:02:09.057Z,2021-06-16T02:16:52.414Z,completed,completed normal,29.9512067,0.69743478,44.95701592,8845.04248,890.5426866,425.1221148,123328.03,2548.1055,20047630.56,1811957.37,1352,1339,978060.38,978.586423,17383363.61,20047631.39,26216197.22,2797217.75,6830.688213
API Generated 2021-06-16 10:14:08 +0000,2f4240dd-25d9-4444-94b6-d9e7f250b16c,2021-06-16T10:29:39.165Z,2021-06-16T10:44:39.939Z,completed,completed normal,24.44676116,0.967784156,49.87675408,35586.45106,1670.745954,752.7780584,126539.97,1581.8613,20349419.44,1998028.19,1375,1341,1291079.8,425.9701209,18385701.1,20349420.83,26187230.56,3296307.99,1308.889238
API Generated 2021-06-16 07:08:56 +0000,6fa7e83e-beef-40e0-86cb-b5f157309c55,2021-06-16T07:54:45.481Z,2021-06-16T08:09:07.575Z,completed,completed normal,27.41999862,0.971759307,41.14492731,28255.20328,1668.495159,751.832293,118900.51,1581.8613,19464308.33,1862919.98,1311,1342,1138027.02,515.5712436,17521909.81,19464308.61,26255686.11,3008147,1989.809673
API Generated 2021-06-16 05:37:03 +0000,9b9c5fc5-efb2-450a-8ae9-3238be147a30,2021-06-16T05:37:07.231Z,2021-06-16T05:54:55.380Z,completed,completed normal,29.93506841,0.196876308,44.8717243,12511.10827,1641.632178,813.9181253,122523.33,1581.8613,20104166.67,1947717.4,1485,1577,1260767.36,462.2513094,18151815.65,20104168.33,26207163.89,3215684.76,1649.158186
API Generated 2021-06-16 13:19:44 +0000,7dccfbfc-fa2c-4d7f-82aa-d5cf2e9ab63b,2021-06-16T14:09:33.072Z,2021-06-16T14:24:41.225Z,completed,completed normal,23.77064681,0.501433519,49.90862889,35964.1575,1645.071997,817.8215894,126819.16,1602.0585,20375377.78,2000116.93,1359,1338,1307313.12,365.0687748,18387315.36,20375380.28,26188547.22,3314630.05,1039.925422
API Generated 2021-06-16 08:41:04 +0000,7ef5dcd1-1184-4475-84f5-386d1680098b,2021-06-16T08:57:32.158Z,2021-06-16T09:12:23.310Z,completed,completed normal,20.38052466,0.832384883,40.20903802,33109.59756,423.9017816,518.9717626,120706.82,2600.9276,19649377.78,1749928.43,1317,1335,883129.57,1377.562476,16959377.02,19649378.33,26246827.78,2640258,7354.902869
API Generated 2021-06-16 13:35:59 +0000,a879def8-7d00-41d8-8e0d-02d1476557ac,2021-06-16T14:23:27.103Z,2021-06-16T14:37:32.882Z,completed,completed normal,26.22418675,0.194850529,40.62661411,39017.51874,463.5909063,227.5725891,119345.9,1767.1785,19507655.56,1796224.83,1307,1342,839261.92,1533.254703,17600461.15,19507653.61,26251119.44,2642686.75,11442.35182
API Generated 2021-06-16 04:04:10 +0000,38d7c9d6-4a56-46df-8885-5f9d61389ef3,2021-06-16T04:20:23.540Z,2021-06-16T04:35:51.257Z,completed,completed normal,26.42135767,0.641929425,46.35200108,7778.386792,1510.757486,834.7391111,123648.59,1581.8613,19908461.11,1942336.25,1351,1338,1238939,395.4347787,17945129.15,19908461.11,26209180.56,3188475.25,1271.631217
API Generated 2021-06-16 07:25:46 +0000,8ee6ca55-05f3-487e-9051-39a676b9c079,2021-06-16T08:11:09.346Z,2021-06-16T08:25:47.416Z,completed,completed normal,25.56950125,0.338971071,40.88141638,38050.94279,1669.827473,718.5689409,119538.56,1581.8613,19509980.56,1864978.76,1316,1339,1102583.63,563.3590903,17578750.92,19509981.94,26246277.78,2974762.39,2369.735412
API Generated 2021-06-16 13:36:09 +0000,75eb23ca-7679-4ea4-a4bf-268070dcbe15,2021-06-16T14:24:07.161Z,2021-06-16T14:38:29.426Z,completed,completed normal,20.07305507,0.204534535,47.28914785,6624.641154,1662.772235,823.1609228,127481.78,1581.8613,20479241.67,2011898.78,1354,1341,1299257.1,374.7106425,18508252.77,20479242.22,26198313.89,3318355.88,1019.165945
API Generated 2021-06-16 14:57:38 +0000,af1207df-ba18-4605-ae9a-e212b0572237,2021-06-16T15:13:23.449Z,2021-06-16T15:28:21.011Z,completed,completed normal,20.06108013,0.497295871,49.28964556,6407.770776,950.8771114,834.5247358,127442.93,1828.8644,20441700,1976230.61,1372,1339,1238221.66,608.2836272,18277378.18,20441701.94,26207341.67,3221652.28,1982.519394
API Generated 2021-06-16 00:49:35 +0000,89559d53-ca54-4d49-a276-1e316494ad53,2021-06-16T01:22:29.393Z,2021-06-16T01:37:25.111Z,completed,completed normal,25.76322185,0.413829594,46.54318912,26370.0416,713.7757998,301.0897697,124881.41,3266.1114,20063480.56,1736239.27,1342,1336,914109.27,1336.649438,16815385.95,20063482.5,26205286.11,2657548.54,9610.767784
API Generated 2021-06-16 13:19:44 +0000,a0473218-52c8-4414-a13b-b7fc415b8068,2021-06-16T13:19:49.492Z,2021-06-16T13:35:48.721Z,completed,completed normal,20.04541646,0.214595877,40.4269714,31143.72212,423.665124,204.6105712,120719.64,1767.1643,19653013.89,1807455.18,1297,1336,821488.22,1705.182275,17756703.46,19653013.89,26252386.11,2636143.4,12633.45278
API Generated 2021-06-16 04:04:10 +0000,62921f4b-1fbb-4287-95ad-3ef4f3e3d57b,2021-06-16T04:21:48.642Z,2021-06-16T04:36:15.764Z,completed,completed normal,20.82756046,0.397341913,42.30068838,35030.25162,464.858521,240.3448957,120758.99,1749.6635,19643508.33,1816709.72,1338,1340,852200.23,1470.674245,17746187.97,19643508.61,26229302.78,2676109.95,10850.91355
API Generated 2021-06-16 05:37:03 +0000,ffe2d8cb-5320-4b66-965b-970f62d9c1a6,2021-06-16T06:22:56.097Z,2021-06-16T06:37:59.731Z,completed,completed normal,20.03658699,0.742723759,49.29271032,16019.27806,1592.372892,832.5514006,127508.95,1581.8613,20450636.11,2009287.24,1367,1341,1306299.6,357.1019921,18479418.29,20450638.33,26206127.78,3322786.84,1000.534385
API Generated 2021-06-16 07:08:56 +0000,4918e7bf-c014-4c85-b71a-896c6ff134df,2021-06-16T07:08:57.409Z,2021-06-16T07:25:37.701Z,completed,completed normal,20.06908293,0.736980567,49.26750662,5512.729781,1487.911627,565.1998511,127383.11,2176.1128,20442175,1934529.9,1375,1342,1197698.28,593.9582674,17995012.93,20442177.5,26211172.22,3139428.18,2923.896697
API Generated 2021-06-16 07:08:56 +0000,77ad65fd-1136-48c9-9ff4-b94c6296e262,2021-06-16T07:56:16.776Z,2021-06-16T08:11:09.181Z,completed,completed normal,20.18235166,0.301572666,47.41551288,15715.23167,1205.999404,836.3987216,127356.51,1765.26,20466738.89,1986105.77,1343,1338,1247715,503.7412181,18355600.73,20466741.11,26200800,3241020.77,1883.259566
API Generated 2021-06-16 08:57:29 +0000,1d811991-5e47-42e8-aef7-9baa23ac20a6,2021-06-16T09:42:53.312Z,2021-06-16T09:57:37.870Z,completed,completed normal,20.17463398,0.626762921,49.56523184,11652.81883,420.9279413,520.7231439,127499.65,4093.1965,20446800,1711506.23,1366,1335,956939.09,1283.837709,16439110.6,20446801.67,26196655.56,2675645.32,7474.642163
API Generated 2021-06-16 11:46:37 +0000,19518d12-d50d-4121-8a14-78515a4edf20,2021-06-16T12:03:25.472Z,2021-06-16T12:18:46.477Z,completed,completed normal,29.70629156,0.857787688,47.4801475,12290.5191,1292.061765,728.1886802,124527.15,1776.4076,20206122.22,1960626.25,1347,1341,1246652.01,501.0925724,18085887.33,20206119.72,26193750,3214478.27,1904.050367
API Generated 2021-06-16 00:49:35 +0000,4a045fc7-a6a9-4941-abf0-3e358003b99f,2021-06-16T01:22:27.751Z,2021-06-16T01:36:52.293Z,completed,completed normal,28.73345775,0.398394042,40.24512362,16850.50554,1393.948014,600.5881233,119512.58,1581.8613,19620472.22,1871777.99,1329,1344,1087433.77,695.4796168,17730503.92,19620473.89,26253183.33,2966411.76,3994.987681
API Generated 2021-06-16 13:19:44 +0000,d682f43b-f3b6-423e-a3f9-249b7f282fe2,2021-06-16T14:05:25.513Z,2021-06-16T14:19:24.241Z,completed,completed normal,26.08771804,0.423225083,40.84824535,28046.52993,1638.26596,788.3910483,119256.73,1581.8613,19492750,1866661.07,1307,1340,1129036.13,493.9161995,17546252.92,19492752.5,26244747.22,3002897.2,1820.128829
API Generated 2021-06-16 16:35:53 +0000,c62c632c-7daf-47a8-af3b-819fd118f154,2021-06-16T16:51:51.481Z,2021-06-16T17:07:00.577Z,completed,completed normal,20.12118288,0.933978757,48.74555859,6242.447275,1670.504089,835.0343436,127411.16,1581.8613,20452100,2009501.71,1359,1335,1318817.94,339.9002487,18480678.66,20452100.83,26201305.56,3335519.65,1005.481495
API Generated 2021-06-16 07:08:56 +0000,1ded9484-b958-4f10-ae21-2040498e7d9f,2021-06-16T07:25:21.778Z,2021-06-16T07:40:31.957Z,completed,completed normal,27.19218452,0.351858901,49.90862889,31672.92069,1619.015455,837.2155751,125397.75,1602.0968,20250502.78,1988442.13,1388,1343,1305587.3,375.7230284,18262531.84,20250503.89,26190972.22,3301229.43,1039.901667
API Generated 2021-06-16 14:57:38 +0000,18726066-0b11-4e51-a769-2fcf42609703,2021-06-16T15:41:58.887Z,2021-06-16T15:59:27.476Z,completed,completed normal,29.90459174,0.25781636,44.75559781,18230.92178,1225.808999,206.0405673,122755.25,2195.2448,20096533.33,1838709.63,1417,1469,975368.64,1210.720725,17785132.51,20096533.61,26222650,2821278.27,9610.6558
API Generated 2021-06-16 08:41:04 +0000,97020b8c-7e65-4f2e-b393-913cc7453c19,2021-06-16T08:41:08.152Z,2021-06-16T08:57:40.009Z,completed,completed normal,25.90514663,0.450424148,41.5618431,38301.65947,1283.614148,632.222579,119472.21,1581.8613,19506227.78,1859525.85,1324,1337,1066175.85,674.1663346,17599680.25,19506229.17,26235111.11,2932901.7,3249.924062
API Generated 2021-06-16 02:40:40 +0000,242dddf4-1643-472c-adae-22f4bc120957,2021-06-16T03:27:10.398Z,2021-06-16T03:42:06.694Z,completed,completed normal,26.83271596,0.988294706,49.88840151,24675.43585,1672.53657,719.3211082,125481.04,1838.2637,20267083.33,1961212.6,1382,1336,1263047.36,465.7484873,18087607.45,20267084.44,26192558.33,3231459.97,1717.339481
API Generated 2021-06-16 02:23:50 +0000,5a840933-d259-4455-b5c4-2ddd091f8711,2021-06-16T02:23:51.687Z,2021-06-16T02:40:32.098Z,completed,completed normal,29.66321247,0.143093455,44.20790628,12007.31554,1078.619725,526.5028975,121512.01,2328.9382,20010427.78,1828976.83,1506,1606,1058038.79,913.1848344,17517514.45,20010430,26218777.78,2894215.62,6163.123233
API Generated 2021-06-16 08:41:04 +0000,5ee3a83c-d918-472d-a303-ba7859a6a070,2021-06-16T08:41:07.677Z,2021-06-16T08:57:13.120Z,completed,completed normal,26.74279703,0.36310143,40.68949664,34648.93142,1655.160873,837.2155751,119102.72,1581.8613,19494827.78,1868030.45,1317,1341,1139355.39,469.5403126,17542960.34,19494830.28,26234522.22,3014585.85,1626.137594
API Generated 2021-06-16 10:46:32 +0000,0b7dbf0b-cff0-4086-addf-514e2d7d90e9,2021-06-16T11:31:39.255Z,2021-06-16T11:46:20.068Z,completed,completed normal,26.30648712,0.589789429,49.90862889,37329.69493,1666.711739,837.2155751,125674.56,1581.8613,20288975,1994502.55,1373,1338,1308392.83,368.648677,18317757.46,20288975.83,26179341.67,3310095.38,995.0816528
API Generated 2021-06-16 05:37:03 +0000,1c0b8080-8b47-45b2-bb79-beb04a66e82b,2021-06-16T05:37:07.118Z,2021-06-16T05:53:09.211Z,completed,completed normal,26.3737484,0.926484546,40.72802521,24452.34225,1665.208686,721.4964276,119176.22,1581.8613,19490508.33,1862950.1,1334,1339,1105680.28,569.9365154,17560540.71,19490509.72,26255775,2975830.38,2420.675201
API Generated 2021-06-16 11:46:37 +0000,d60fc607-686d-4632-b47c-cbb9c635a06a,2021-06-16T12:18:33.848Z,2021-06-16T12:33:30.100Z,completed,completed normal,26.85519785,0.983760196,48.91950737,33109.59756,1651.19177,835.0235987,125528.37,1581.8613,20280036.11,1993692.28,1360,1341,1296957.05,334.3610158,18309008.16,20280036.94,26188855.56,3297849.33,1003.814209
API Generated 2021-06-16 13:49:47 +0000,3d964c4f-91ae-41cc-967c-4521e6ad3156,2021-06-16T14:34:30.668Z,2021-06-16T14:49:13.650Z,completed,completed normal,20.14011835,0.452785167,49.89862276,17112.36466,436.3410882,520.7231439,127481.47,4026.4387,20441952.78,1717933.04,1372,1342,961463.24,1279.764633,16491262.12,20441952.5,26188436.11,2686596.28,7420.082551
API Generated 2021-06-16 05:37:03 +0000,b3cd930b-0291-4100-8cb4-7ab2c07c6608,2021-06-16T06:24:08.474Z,2021-06-16T06:39:13.665Z,completed,completed normal,23.27785316,0.186960903,49.87175333,17113.49255,425.3316715,478.2182958,126842.46,4016.4082,20382786.11,1710298.65,1360,1336,947449.54,1324.087007,16454218.38,20382785.28,26198830.56,2664948.19,8011.614991
API Generated 2021-06-16 10:14:08 +0000,45b0fd12-f6a1-4948-a6ab-0342282b6c52,2021-06-16T10:31:38.588Z,2021-06-16T10:46:33.638Z,completed,completed normal,29.81918624,0.10879996,40.90585541,6680.915737,618.5412978,560.0183004,121373.23,2261.1166,20016869.44,1845475.13,1560,1776,1044032.5,1027.47066,17577739.98,20016869.72,26247408.33,2896707.63,5829.391306
API Generated 2021-06-16 11:46:37 +0000,d16940c2-8f27-4754-92ad-9eb4a16ecdff,2021-06-16T11:46:40.244Z,2021-06-16T12:02:38.793Z,completed,completed normal,20.05706846,0.82265906,47.83861571,6751.666393,495.2209795,554.7621671,127481.05,3870.9654,20464788.89,1738961.08,1355,1342,985683.6,1225.498465,16635229.23,20464788.89,26183302.78,2731844.68,6869.200907
API Generated 2021-06-16 13:19:44 +0000,9b9ac712-07a7-464e-b7a3-7066de05d921,2021-06-16T13:50:45.470Z,2021-06-16T14:09:25.585Z,completed,completed normal,29.49087678,0.894349715,49.83755887,17849.42472,690.9286176,476.6844961,124487.2,4087.8888,20188158.33,1688170.11,1372,1339,958646.43,1282.32529,16183301.03,20188159.72,26188155.56,2654016.54,7421.067054
API Generated 2021-06-16 00:49:35 +0000,d455ceb5-41c1-4b61-9d73-69b967d59a8e,2021-06-16T01:06:11.088Z,2021-06-16T01:23:10.041Z,completed,completed normal,29.17107831,0.593787451,46.04052474,39554.24239,450.4861519,506.2079382,123378.34,2752.6388,19966550,1790851.52,1357,1337,977462.48,998.9733888,17114659.59,19966551.11,26194180.56,2775514,6527.482237
API Generated 2021-06-16 02:23:50 +0000,e81c806b-214d-4d8a-98bb-2683d77cfd16,2021-06-16T02:23:52.728Z,2021-06-16T02:40:38.954Z,completed,completed normal,24.17079517,0.91303444,47.61987131,6571.120232,950.6679316,814.5858233,126485.33,1873.6204,20386047.22,1965567,1340,1342,1239830.33,673.2948023,18185034.03,20386049.44,26198994.44,3212597.33,2116.728506
API Generated 2021-06-16 06:08:11 +0000,7362de0c-2336-4f7d-9390-923ec42903b3,2021-06-16T06:53:00.247Z,2021-06-16T07:07:48.254Z,completed,completed normal,29.19170022,0.994526619,49.90862889,31825.03746,1569.670655,837.2155751,124671.06,1581.8613,20206244.44,1985444.51,1371,1339,1296465.81,408.7531904,18240084.25,20206241.94,26188830.56,3289110.32,1206.833419
API Generated 2021-06-16 11:46:37 +0000,ea668ed9-698a-4f42-ae6b-6b598b88822d,2021-06-16T12:33:50.543Z,2021-06-16T12:49:19.965Z,completed,completed normal,21.67084593,0.149634913,49.77946461,10953.67228,429.7612485,363.5130325,127188.68,3539.3216,20422275,1753524.46,1369,1336,928065.38,1443.992653,16939122.11,20422273.61,26196083.33,2688789.84,9799.677927
API Generated 2021-06-16 02:23:50 +0000,e7ef2ffb-3ad0-47b7-93c5-1faecdbe9e5b,2021-06-16T02:56:28.686Z,2021-06-16T03:11:57.623Z,completed,completed normal,20.8031781,0.322434114,49.66883715,11201.37815,517.708502,462.3007212,127330.47,3999.4484,20440588.89,1717765.22,1379,1341,949831.03,1315.389353,16525279.83,20440591.67,26195241.67,2674796.25,7942.408589
API Generated 2021-06-16 13:19:44 +0000,c6a4dd13-3aa1-4c01-9703-70fbcc15ed06,2021-06-16T13:51:38.588Z,2021-06-16T14:06:43.909Z,completed,completed normal,20.27860538,0.424042142,49.05152571,15165.32107,1640.607218,827.4333478,127372.97,1619.0602,20438250,2003639.01,1348,1338,1312207.3,384.0978961,18436161.21,20438250.28,26205952.78,3323046.31,1085.289141
