name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,year_one_energy_supplied_kw,year_one_energy_supplied_kwh,water_qbft,distributed_generation_total_solar_pv_kw,electricity_kwh,year_one_energy_cost_us_dollars,comfort_result_time_setpoint_not_met_during_occupied_cooling,comfort_result_hours_out_of_comfort_bounds_PMV,year_one_demand_cost_us_dollars,size_kw,year_one_energy_supplied_kwh,electricity_produced_kwh,natural_gas_kwh,year_one_bill_us_dollars,size_kwh
API Generated 2021-06-16 15:13:28 +0000,e66188d8-954a-4ba8-9dc8-94ab40372748,2021-06-16T15:59:24.400Z,2021-06-16T16:14:23.421Z,completed,completed normal,20.07305507,0.241917733,49.59676822,5755.097726,1672.849891,825.7210936,127497.68,1581.8613,20453647.22,2009403.69,1380,1336,1302608.92,374.3000496,18483708.31,20453647.22,26193783.33,3319212.61,1052.003324
API Generated 2021-06-16 11:46:37 +0000,fb77aa6e-a644-45c9-96a9-7d4f0fe1bd29,2021-06-16T11:46:41.839Z,2021-06-16T12:03:25.292Z,completed,completed normal,20.06397674,0.963883162,47.18929648,13912.22157,1301.589203,830.3472066,127528.29,1581.8613,20479925,2008643.14,1365,1336,1269260.67,453.5622835,18521799.37,20479926.39,26201786.11,3285103.81,1538.277925
API Generated 2021-06-16 16:35:53 +0000,7aa7e092-64d8-497c-999b-e6e3e89a5167,2021-06-16T17:24:06.216Z,2021-06-16T17:41:36.321Z,completed,completed normal,20.07691592,0.950289919,45.91303297,20457.32204,1319.276951,836.6311,124641.49,1607.6743,19992308.33,1940283.53,1333,1340,1210267.8,412.3718325,18012837.41,19992310,26212438.89,3157751.33,1496.130839
API Generated 2021-06-16 01:07:17 +0000,2bc7c851-b5dd-471c-b777-2ef89711e725,2021-06-16T01:53:44.056Z,2021-06-16T02:08:41.674Z,completed,completed normal,23.61394737,0.480282373,47.72757461,30659.95168,468.8385769,660.0577779,126746.54,3453.0402,20407597.22,1783086.66,1356,1338,1036823.66,1198.039345,16914412.76,20407599.72,26191983.33,2827110.32,5747.632521
API Generated 2021-06-16 11:46:37 +0000,8747354f-e5cd-497a-a23c-66d68bb84a6f,2021-06-16T12:33:43.720Z,2021-06-16T12:48:33.842Z,completed,completed normal,20.04051928,0.233185695,40.43513276,34551.20772,418.2422535,203.7331118,120680.16,1767.1329,19650363.89,1807049.08,1323,1337,821556.37,1705.849626,17754157.21,19650365.28,26251511.11,2635805.45,12638.16106
API Generated 2021-06-16 08:41:04 +0000,c7662f4b-597a-42d7-b0d6-709b7c14e952,2021-06-16T08:57:09.316Z,2021-06-16T09:11:46.102Z,completed,completed normal,25.64356408,0.987648205,41.94138127,31293.51377,1671.866836,403.9895083,119505.89,1748.3607,19503563.89,1832321.6,1346,1339,997433.32,850.060972,17497515.79,19503561.94,26229733.33,2836954.91,4995.809334
API Generated 2021-06-16 01:06:52 +0000,953cfad4-7de1-47b6-9fea-adf8175dfc1f,2021-06-16T01:53:01.914Z,2021-06-16T02:07:19.109Z,completed,completed normal,27.1436642,0.346864917,43.93325695,25426.64927,1653.709645,726.5381777,119745.47,1581.8613,19539016.67,1871957.9,1335,1337,1102328.76,579.595757,17611473.56,19539017.5,26214663.89,2981486.66,2513.547685
API Generated 2021-06-16 02:41:00 +0000,0e408073-f40d-40ec-be6b-0a95cbfd5957,2021-06-16T03:38:46.660Z,2021-06-16T03:53:29.772Z,completed,completed normal,20.66989576,0.611243212,49.78615118,13917.46955,596.5607267,390.7103705,127378.49,3826.093,20435511.11,1729766.11,1379,1341,931589.17,1384.263101,16690578.93,20435511.94,26190811.11,2668555.28,9065.533325
API Generated 2021-06-16 00:49:35 +0000,ec1aa1bf-87e6-425d-872a-2de0185d93f5,2021-06-16T01:06:43.337Z,2021-06-16T01:21:47.527Z,completed,completed normal,20.85679427,0.608038676,41.40681027,22160.08806,1178.655444,582.2901576,120592.62,1581.8613,19628425,1867211.87,1307,1338,1037932.81,776.7110999,17742743.17,19628425,26244025,2912344.68,3980.911259
API Generated 2021-06-16 04:36:19 +0000,495e1afe-1638-4a84-9ca2-f16b69adad3f,2021-06-16T05:21:52.139Z,2021-06-16T05:36:51.780Z,completed,completed normal,20.16296113,0.706153839,49.3207501,5169.135848,1522.070617,787.8639945,127389.36,1581.8613,20447541.67,2006678.53,1371,1343,1289996.96,388.1662649,18485391.63,20447543.33,26189988.89,3303875.49,1382.432433
API Generated 2021-06-16 14:57:38 +0000,f6db2611-52fd-4d87-8e07-448dc7ae48c0,2021-06-16T14:57:39.186Z,2021-06-16T15:14:08.263Z,completed,completed normal,26.74279703,0.984060034,49.80830985,35030.93848,1657.978093,837.2155751,125619.63,1581.8613,20277047.22,1993061.95,1388,1338,1302233.06,378.3864515,18307071.35,20277048.33,26186508.33,3302495.02,1052.31527
API Generated 2021-06-16 04:04:10 +0000,13edd6cb-b765-40f2-bb9e-8aacd9e2ca19,2021-06-16T04:52:21.293Z,2021-06-16T05:07:04.565Z,completed,completed normal,20.43480152,0.266724413,49.80441968,5894.41794,434.0029678,364.9586314,127385.76,3684.7065,20438925,1742279,1374,1341,927974.84,1416.009527,16823376.38,20438925.28,26197625,2677453.84,9498.606543
API Generated 2021-06-16 13:19:44 +0000,42567185-e2bb-440b-8345-3d91be64039c,2021-06-16T13:36:37.674Z,2021-06-16T13:51:38.390Z,completed,completed normal,20.04724659,0.941238189,46.60406843,9117.332665,1659.595,823.5166718,126088.79,1581.8613,20114652.78,1965839.69,1339,1340,1261823.39,407.9867169,18146659.28,20114654.17,26193050,3234863.07,1109.424842
API Generated 2021-06-16 14:57:38 +0000,56c10e93-75a1-4a1f-a489-ef0b49dfa770,2021-06-16T15:14:21.404Z,2021-06-16T15:29:50.461Z,completed,completed normal,26.33806779,0.180312942,41.47092061,34740.46627,552.4684541,237.2602712,119300.81,1762.8416,19496672.22,1799060.28,1311,1337,852883.28,1434.101051,17585837.7,19496670.56,26244294.44,2659143.56,10670.0995
API Generated 2021-06-16 13:35:38 +0000,477072e4-af07-45c6-9ec4-c3ca1ed43f7b,2021-06-16T14:21:00.049Z,2021-06-16T14:35:50.862Z,completed,completed normal,20.09227049,0.18348413,40.36997497,24859.50175,421.3549302,205.6208355,120591.34,1767.3837,19640966.67,1805976.04,1311,1337,820208.43,1714.349295,17744505.43,19640968.61,26249830.56,2633384.46,12697.54905
API Generated 2021-06-16 14:57:38 +0000,dec5f68f-9b0c-4989-97c5-422e33eaa9e9,2021-06-16T15:43:02.334Z,2021-06-16T16:00:18.646Z,completed,completed normal,23.75517584,0.991882287,45.34549959,14605.70689,1510.757486,393.5007341,123210.94,2112.892,19845594.44,1846709.99,1349,1339,1039910.69,802.6145055,17518990.83,19845596.94,26214694.44,2893820.68,5118.170644
API Generated 2021-06-16 08:57:59 +0000,29f28821-7271-4dfe-9342-3acbc7c6677c,2021-06-16T09:55:56.675Z,2021-06-16T10:11:15.743Z,completed,completed normal,25.32634903,0.969902835,49.59070958,36719.35297,1644.69584,791.1061527,126159.07,1581.8613,20324302.78,1997102.02,1376,1341,1302509.94,372.1514429,18354806.18,20324303.61,26193133.33,3306811.96,1077.053331
API Generated 2021-06-16 08:57:43 +0000,74d02c15-ad4b-4467-9e43-f3ba2692a23d,2021-06-16T09:44:18.145Z,2021-06-16T09:59:10.849Z,completed,completed normal,28.72894121,0.738702427,49.69479111,14625.41634,690.0123907,518.8721843,124656.08,3943.8389,20206686.11,1706041.24,1363,1343,972063.38,1252.903707,16321073.38,20206685,26193886.11,2685304.62,7151.121374
API Generated 2021-06-16 00:49:35 +0000,1ce9ba94-8e10-4a94-b0cb-14219db40c5a,2021-06-16T00:51:13.698Z,2021-06-16T01:07:06.613Z,completed,completed normal,24.5447398,0.381562642,48.2636239,36648.53401,996.2824825,764.8212912,126430.13,1853.7029,20369397.22,1966869.54,1337,1337,1235922.46,534.5586115,18185466.22,20369395.28,26190711.11,3209992,2077.999748
API Generated 2021-06-16 11:46:37 +0000,b4f0f3f3-9c80-4995-a68b-4bb88ed631ad,2021-06-16T12:31:52.091Z,2021-06-16T12:46:32.792Z,completed,completed normal,26.69110812,0.533149652,48.17478546,36161.85124,1657.185971,828.8265185,125576.95,1581.8613,20298200,1995008.03,1371,1339,1298454.05,377.1077665,18328335.38,20298201.39,26175183.33,3300662.08,1050.904672
API Generated 2021-06-16 16:35:53 +0000,169f887f-46b6-4d34-8dd6-c9b4302614e9,2021-06-16T17:09:19.840Z,2021-06-16T17:24:06.073Z,completed,completed normal,27.81414885,0.981986831,48.85520634,13829.24465,1660.078962,837.0708531,125158.25,1581.8613,20250308.33,1991058.51,1361,1338,1296029.57,334.3744705,18279299.72,20250308.61,26194219.44,3294288.08,1004.508926
API Generated 2021-06-16 08:41:04 +0000,7310b900-e592-4cd4-a044-f91d055b2e64,2021-06-16T08:57:39.071Z,2021-06-16T09:12:52.205Z,completed,completed normal,20.04932547,0.444531944,49.41966834,23716.54472,1672.400074,837.077242,127482.15,1581.8613,20452938.89,2009572.91,1358,1338,1305024.31,362.9057474,18481787.77,20452941.67,26203350,3321797.23,999.4073156
API Generated 2021-06-16 07:40:39 +0000,576eaf02-44f8-4334-8264-68481832373f,2021-06-16T08:25:45.075Z,2021-06-16T08:40:31.954Z,completed,completed normal,25.60147321,0.884499702,49.70306401,10312.05689,1397.439869,451.8976685,126174.66,2912.1741,20315177.78,1835348.15,1343,1337,1096990.24,836.0484448,17272067.82,20315180.28,26196922.22,2939538.39,4895.710671
API Generated 2021-06-16 06:07:26 +0000,10dba956-81dc-4f97-94a6-8cd24f618db0,2021-06-16T06:52:50.712Z,2021-06-16T07:07:27.748Z,completed,completed normal,20.16692903,0.537960421,41.87934974,16075.18792,446.5966793,280.6680326,120567.17,2013.4706,19635219.44,1789500.39,1342,1339,838920.25,1559.776431,17507220.73,19635221.39,26229108.33,2635620.64,11069.01046
API Generated 2021-06-16 08:41:04 +0000,884bc10f-93b9-42ec-8813-8a037390dd80,2021-06-16T08:41:06.652Z,2021-06-16T08:57:09.176Z,completed,completed normal,26.69031257,0.126870899,40.78919337,34108.6838,879.1117169,283.0125487,119146.21,1766.5554,19501116.67,1807092.87,1333,1342,891157.79,1199.888147,17570182.43,19501117.78,26239016.67,2705450.66,9050.688842
API Generated 2021-06-16 13:35:03 +0000,f1d2c4a6-cb88-47f2-9e84-8407b2af5133,2021-06-16T14:20:04.759Z,2021-06-16T14:34:30.530Z,completed,completed normal,20.04832823,0.936468526,45.6051823,13549.03226,1525.441128,827.1969038,124183.1,1581.8613,19951591.67,1935874.7,1351,1342,1212220.59,398.6475209,17992296.35,19951590,26198138.89,3155295.29,1417.514821
API Generated 2021-06-16 04:04:10 +0000,b0c89da7-83b5-4990-9e47-1bd23e496a3a,2021-06-16T04:04:15.013Z,2021-06-16T04:20:52.064Z,completed,completed normal,20.3789017,0.233583668,49.85236184,6636.254215,473.919547,289.096109,127413.07,3432.0538,20434466.67,1762181.93,1372,1342,916916.03,1465.679237,17055958.9,20434468.33,26186897.22,2686297.96,10703.50886
API Generated 2021-06-16 07:08:56 +0000,bd1c44a5-0b1f-4ee0-bdcb-3b6b76481344,2021-06-16T07:08:58.262Z,2021-06-16T07:26:00.302Z,completed,completed normal,28.58825962,0.607412381,49.71840293,37447.6941,424.9456523,244.4164363,124809.78,2939.2124,20212752.78,1779785.9,1363,1341,897952.75,1617.164516,17298200.57,20212753.06,26188852.78,2684938.65,12993.48315
API Generated 2021-06-16 13:36:49 +0000,606956ec-cf59-47d4-bbf4-2626c19dec81,2021-06-16T14:34:03.902Z,2021-06-16T14:48:43.947Z,completed,completed normal,28.9762355,0.761568421,49.81336198,35755.69916,686.6997047,673.249747,124625.59,2447.7781,20213527.78,1882543.04,1390,1342,1153144.82,846.068045,17540731.86,20213528.61,26205141.67,3042887.86,3365.215349
API Generated 2021-06-16 16:35:52 +0000,176d9931-9d95-4e27-8702-7f588bb44cfc,2021-06-16T16:35:56.144Z,2021-06-16T16:53:24.024Z,completed,completed normal,26.18353392,0.72991315,42.58665803,5649.820807,1616.089565,548.6898433,121251.83,1949.7663,19671836.11,1850808.29,1328,1341,1098521.51,731.7062692,17462343.55,19671836.11,26232136.11,2956529.81,4197.996168
API Generated 2021-06-16 10:14:08 +0000,60eb4b14-8cec-4ab5-a443-2502a7af83e4,2021-06-16T10:29:50.331Z,2021-06-16T10:45:17.921Z,completed,completed normal,20.06108013,0.495455247,47.60472699,6407.770776,950.2876032,834.3305948,127585.64,1800.3432,20479727.78,1983183.09,1341,1340,1243201.81,568.5020555,18339738.01,20479729.17,26190061.11,3233584.91,1948.138177
API Generated 2021-06-16 05:37:03 +0000,14298e4e-5699-47af-99d0-e13200cf7c55,2021-06-16T05:37:07.014Z,2021-06-16T05:54:39.377Z,completed,completed normal,24.19018448,0.954643577,48.18585626,21936.43313,1550.356118,799.9385295,126595.39,1581.8613,20379741.67,1999426.57,1355,1343,1287135.52,454.3319654,18420995.75,20379744.17,26184561.11,3293762.1,1539.809278
API Generated 2021-06-16 05:37:03 +0000,9e8a79f7-55aa-423e-8de2-b1ee015511f9,2021-06-16T06:08:02.911Z,2021-06-16T06:22:55.942Z,completed,completed normal,20.26808331,0.841638609,49.89262932,23861.97929,445.4803022,225.049777,127509.19,2906.8359,20442019.44,1802657.74,1374,1338,896883.86,1676.448074,17553675.47,20442020.28,26192050,2706741.61,13346.40967
API Generated 2021-06-16 10:14:08 +0000,662beb07-7b13-4421-9f9a-e6d0d31e1a47,2021-06-16T11:01:06.291Z,2021-06-16T11:16:01.845Z,completed,completed normal,26.74279703,0.703498853,49.90862889,35030.93848,1656.974954,837.2155751,125638.66,1581.8613,20266947.22,1992329.41,1381,1341,1309361.81,367.0447879,18295687.91,20266948.06,26188425,3308891.21,994.9730903
API Generated 2021-06-16 10:14:08 +0000,624b8600-fdeb-4e91-8912-36beb96ccbdb,2021-06-16T10:14:12.532Z,2021-06-16T10:30:22.091Z,completed,completed normal,20.23403648,0.603270706,44.1699244,10729.75567,434.7497966,571.7054791,121818.74,2484.7592,19764563.89,1786485.11,1354,1334,981994.47,1058.879962,17128547.28,19764563.89,26225791.67,2775679.57,5679.813086
API Generated 2021-06-16 13:50:42 +0000,f71601c8-b601-454a-83ce-22514a22d512,2021-06-16T14:35:31.632Z,2021-06-16T14:50:53.891Z,completed,completed normal,23.56678928,0.506925884,44.25382786,8974.967789,571.2344537,244.9397688,121425.41,2400.1017,19712947.22,1764786.89,1352,1339,892313.45,1484.810496,17233374.72,19712949.17,26212102.78,2664300.33,10309.57642
API Generated 2021-06-16 05:53:43 +0000,0978a166-b7b5-40a1-ac22-0e05f791404a,2021-06-16T06:39:13.822Z,2021-06-16T06:53:47.656Z,completed,completed normal,26.45232415,0.25991789,42.04551315,36060.89443,441.8359443,222.6940018,119240.11,1757.0703,19493002.78,1794019.82,1312,1335,831877.72,1585.835963,17598540.79,19493004.44,26240833.33,2633097.54,11837.38085
API Generated 2021-06-16 13:19:44 +0000,d2a4936a-6a56-4578-a989-c8d6f49a6d52,2021-06-16T13:36:05.245Z,2021-06-16T13:50:48.269Z,completed,completed normal,29.10839251,0.469976595,41.43417617,32832.59887,1665.899463,751.8066485,120349.23,1581.8613,19741777.78,1897414.45,1309,1342,1160818.39,480.0055563,17795363.21,19741777.5,26244702.78,3065432.84,1855.058085
API Generated 2021-06-16 14:57:38 +0000,3e574bf8-ac27-4fb6-8283-4b0be1522dae,2021-06-16T15:30:07.410Z,2021-06-16T15:45:25.387Z,completed,completed normal,27.9716941,0.363031072,41.78105614,6356.321118,1646.026634,760.2888069,120151.62,1581.8613,19605783.33,1889188.89,1322,1353,1179917.27,520.172856,17675800.26,19605782.5,26241644.44,3076306.16,2546.309769
API Generated 2021-06-16 02:23:50 +0000,d5cee4dc-f4e3-4df5-ba4b-0d4ec0ef3a03,2021-06-16T03:10:33.779Z,2021-06-16T03:25:52.987Z,completed,completed normal,20.58544455,0.522915949,49.72792974,8869.282845,517.5273922,424.8847437,127382.62,3917.0479,20440830.56,1722458.03,1392,1339,933776.89,1368.97051,16611480.05,20440832.78,26200383.33,2663434.93,8760.297953
API Generated 2021-06-16 00:49:35 +0000,7b29f9eb-3c65-43ef-8fdf-cc63d41594bc,2021-06-16T01:38:10.961Z,2021-06-16T01:53:30.463Z,completed,completed normal,22.96508911,0.786968059,48.10224185,13466.15108,1055.967249,793.0652905,126964.99,1774.6109,20421980.56,1980977.74,1329,1340,1247506.67,501.4564247,18303455.9,20421982.22,26186730.56,3235684.41,1912.621526
API Generated 2021-06-16 02:55:08 +0000,351c33f9-3173-448e-833d-c3b2c9ebd337,2021-06-16T03:40:04.032Z,2021-06-16T03:54:17.677Z,completed,completed normal,27.02528533,0.746306452,43.60960857,11668.28176,1661.648604,305.6361089,119583.35,1615.814,19513630.56,1835279.03,1324,1339,968282.46,991.8955354,17689623.35,19513633.33,26219041.67,2810761.5,7775.535546
API Generated 2021-06-16 05:54:53 +0000,f9aa06ec-7424-4052-b085-390abf794fca,2021-06-16T06:51:16.808Z,2021-06-16T07:06:11.500Z,completed,completed normal,20.12878097,0.778257615,49.90435331,17073.66704,436.3410882,516.6390949,127447.8,4027.9881,20439044.44,1717450.57,1360,1337,961189.42,1279.951704,16487054.42,20439044.72,26197247.22,2685839.99,7421.281088
API Generated 2021-06-16 08:41:04 +0000,43be0c16-ca42-44a7-a0fa-f485b0a1b682,2021-06-16T08:57:20.745Z,2021-06-16T09:13:14.812Z,completed,completed normal,26.73130518,0.794918892,49.73595909,37958.07338,427.2093378,240.0214096,125600.1,2914.2885,20277075,1786601.18,1381,1337,895367.95,1653.446522,17385395.97,20277075.56,26197688.89,2689169.13,13275.33205
API Generated 2021-06-16 11:46:37 +0000,ff20faa4-5cf7-4229-b189-c8acb122a323,2021-06-16T12:18:13.394Z,2021-06-16T12:33:00.945Z,completed,completed normal,24.96632132,0.404882377,41.42821503,33846.99509,1670.324722,733.6090607,119689.09,1581.8613,19531330.56,1866935.37,1315,1334,1105578.07,571.675135,17601540.97,19531333.33,26239833.33,2979713.44,2410.644662
API Generated 2021-06-16 08:41:04 +0000,055f906b-6314-4257-8629-9f8d94e09322,2021-06-16T09:27:05.656Z,2021-06-16T09:41:20.177Z,completed,completed normal,29.09341995,0.989919815,43.48491763,33100.13267,916.3203514,397.5309789,120282.96,1898.0961,19741608.33,1829729.09,1359,1346,938641.14,1082.234429,17677363.98,19741610.28,26212097.22,2775570.23,8071.506942
API Generated 2021-06-16 06:09:42 +0000,d125b0c6-e580-443a-ac6d-931e8ea7757e,2021-06-16T06:54:22.156Z,2021-06-16T07:08:32.246Z,completed,completed normal,26.67781761,0.343615709,42.31629999,32850.67093,1593.677153,720.5086555,119067.19,1581.8613,19485350,1862046.62,1317,1340,1095758.55,577.7625393,17557477.79,19485351.94,26240727.78,2965005.17,2490.385702
API Generated 2021-06-16 05:52:52 +0000,fa1b4b1c-aad2-4fb1-b795-c171195e6582,2021-06-16T06:37:59.865Z,2021-06-16T06:52:50.559Z,completed,completed normal,20.1765139,0.176882432,46.33565236,9649.265711,1319.020557,833.8679539,122973.38,1581.8613,19875916.67,1915402.67,1367,1397,1212579.63,587.7757941,17940287.14,19875917.22,26204897.22,3135182.31,2315.185303
API Generated 2021-06-16 02:23:50 +0000,37d189b8-4b18-447e-be23-621578f41ba9,2021-06-16T02:56:38.644Z,2021-06-16T03:11:58.354Z,completed,completed normal,22.59433119,0.886933668,47.86412457,17924.42917,862.7933862,793.0652905,127053.92,1921.9357,20422447.22,1963587.6,1332,1336,1227904.03,608.6609857,18181839.18,20422448.33,26187597.22,3198691.64,2214.969247
API Generated 2021-06-16 00:49:35 +0000,17630ca5-026a-4b8e-96b7-7f48d00738e8,2021-06-16T01:19:29.838Z,2021-06-16T01:33:39.268Z,completed,completed normal,23.67396766,0.814426389,46.95256134,12626.15872,833.1567756,691.5516354,126249.14,2195.1371,20275283.33,1913864.61,1332,1342,1174113.56,668.4927111,17815646.42,20275285.28,26196780.56,3095178.17,3044.473934
API Generated 2021-06-16 04:04:10 +0000,09bcb411-5754-4069-93b8-2509313b172a,2021-06-16T04:36:11.150Z,2021-06-16T04:51:15.918Z,completed,completed normal,29.73609133,0.559308481,41.66485724,19273.91094,761.2163906,211.7389865,122498.16,2331.051,19994716.67,1807573.39,1317,1339,898962.97,1345.900846,17576870.32,19994718.33,26228258.33,2713736.37,10679.17615
API Generated 2021-06-16 04:04:09 +0000,e91e5f7e-d8ab-4de8-9af7-732f2021572f,2021-06-16T04:04:10.381Z,2021-06-16T04:21:31.567Z,completed,completed normal,22.80050752,0.994526619,49.7913466,12155.67234,1595.029249,749.6071403,127015.52,1724.8789,20403022.22,1985314.3,1389,1341,1261865.4,487.7307018,18324513.33,20403019.72,26192725,3254379.71,1761.385256
API Generated 2021-06-16 08:41:04 +0000,c745fd5c-f4fa-4709-8529-08a7bf3e6e90,2021-06-16T09:13:05.735Z,2021-06-16T09:27:33.332Z,completed,completed normal,27.61655533,0.341163211,41.71459236,24003.85141,1498.433283,775.230394,118896.73,1581.8613,19477616.67,1862371.9,1314,1337,1123559.48,568.7685697,17546068.47,19477617.78,26241661.11,2993131.38,2389.760907
API Generated 2021-06-16 00:49:35 +0000,b05fd5bc-0733-48e5-8454-6f42e67bbc81,2021-06-16T01:23:37.233Z,2021-06-16T01:38:10.812Z,completed,completed normal,24.45229593,0.749342176,47.53382689,38079.02887,1255.939762,287.3582867,126450.93,3167.8442,20378663.89,1788000.79,1348,1339,960530.49,1214.337166,17226731.19,20378665.56,26184313.89,2755731.29,9761.863343
API Generated 2021-06-16 02:40:50 +0000,7d47a409-f792-47f7-a366-9e23a0eaeea9,2021-06-16T03:27:21.339Z,2021-06-16T03:42:56.506Z,completed,completed normal,28.55156709,0.55865835,41.66485724,18024.0371,479.8795417,214.9073566,119282.35,1743.8676,19577963.89,1809224.13,1341,1341,872110.96,1499.334086,17695841.12,19577965.28,26242152.78,2688535.09,11549.50871
API Generated 2021-06-16 04:04:10 +0000,8f56f9e8-2b6e-41d5-9ba6-6151983ac4ce,2021-06-16T04:21:31.756Z,2021-06-16T04:36:10.941Z,completed,completed normal,29.66321247,0.146494639,46.31128417,7471.332438,1141.404646,535.5077924,122370.04,2293.94,20069302.78,1854769.95,1521,1634,1088515.88,865.1561035,17576763.33,20069305.28,26197447.22,2950485.82,4869.638338
API Generated 2021-06-16 07:25:31 +0000,01a9f74f-0698-4be7-afec-9c098a6b0bf4,2021-06-16T08:10:55.586Z,2021-06-16T08:26:02.690Z,completed,completed normal,25.56490815,0.985831446,48.68383427,32189.08972,1672.530193,763.1198627,126189.32,1581.8613,20322411.11,1997190.9,1368,1334,1317263.48,344.6768896,18352112.3,20322413.06,26200397.22,3321654.38,1052.373894
